UNITID,year,school_name,instruction_staff,instructors_per_thousand_student,admin_professional_staff,admin_professionalstaff_perthousandstudent,noninstruction_academicstaff,noninstruction_academicstaff_perthousandstudent,nonadmin_trade_servicestaff,nonadmin_tradeservicestaff_perthousandstudent,all_instructors_staff,ug_student_perthousandstudent,instructor_salarypermillion,adminprofessionalstaff_salarypermillion,noninstruction_academicstaff_salarypermillion,nonadmin_tradeservicestaff_salarypermillion,ug_average_sch_studentperay,grad_average_sch_studentperay,ug_degrees_perthousand_ugstudent,ug_certi_perthousand_ugstudent,graddegree_perhundredgradstudent,grad_certi_perhundred_gradstudent,bachelordegree_4yeargradrate,bachelordegree_6yeargradrate,associatedegree_certi3yeargradrate
201283,2014,Belmont College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","211,275","355,787","62,220","31,270",18,NULL,280,30,NULL,NULL,NULL,NULL,11.98%
201371,2014,Bluffton University,55,43,67,52,4,4,19,15,90,866,"304,760","345,377","19,914","68,886",25,11,0,0,495,92,52.94%,59.56%,NULL
201399,2014,Fortis College-Ravenna,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","117,752","167,041",0,"73,116",30,NULL,187,0,NULL,NULL,NULL,NULL,52.87%
201432,2014,Bowling Green State University-Firelands,52,18,44,16,1,1,8,3,53,"1,000",NULL,NULL,NULL,NULL,17,NULL,305,0,NULL,NULL,NULL,NULL,13.10%
201441,2014,Bowling Green State University-Main Campus,696,37,950,50,46,3,257,14,"1,253",820,"306,574","332,070","15,711","55,012",27,14,0,0,438,61,32.04%,55.25%,NULL
201469,2014,Bryant & Stratton College-Parma,23,21,27,24,5,5,1,1,33,"1,000","398,737","431,141","84,203","10,857",20,NULL,235,0,NULL,NULL,NULL,NULL,NULL
201548,2014,Capital University,171,41,182,43,39,10,34,9,255,767,"398,948","310,212","54,843","34,030",27,6,0,0,253,0,50.79%,59.02%,NULL
201645,2014,Case Western Reserve University,1357,124,"2,282",1,263,24,347,32,612,440,"221,953","227,463","38,195","31,906",30,11,0,0,387,4,63.64%,81.13%,NULL
201654,2014,Cedarville University,234,63,223,60,34,10,90,25,347,917,"419,629","292,590","42,643","81,915",30,7,0,0,173,0,54.15%,70.34%,NULL
201672,2014,Central Ohio Technical College,65,11,67,11,29,5,10,2,106,"1,000","302,668","267,296","83,307","24,176",14,NULL,169,14,NULL,NULL,NULL,NULL,11.01%
201690,2014,Central State University,94,41,157,69,20,9,49,22,226,985,"245,470","385,242","41,337","74,009",26,10,0,0,343,0,11.15%,22.29%,NULL
201751,2014,Chatfield College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","60,808","465,217","51,630","87,265",20,NULL,241,0,NULL,NULL,NULL,NULL,22.00%
201821,2014,The Christ College of Nursing and Health Sciences,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","531,823","367,055","88,125",0,22,NULL,504,0,NULL,NULL,NULL,NULL,NULL
201858,2014,Cincinnati Christian University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,697,"264,635","361,712","95,389","46,466",23,15,33,0,600,0,13.68%,34.19%,NULL
201867,2014,Cincinnati College of Mortuary Science,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","449,843","415,253","77,399",0,41,NULL,829,0,NULL,NULL,NULL,NULL,NULL
201885,2014,University of Cincinnati-Main Campus,1743,44,"2,658",1,383,10,587,15,972,664,"253,691","289,693","16,327","50,605",25,14,6,0,429,46,28.05%,65.25%,NULL
201928,2014,Cincinnati State Technical and Community College,209,13,239,15,56,4,65,5,360,"1,000","372,405","336,388","51,691","51,769",16,NULL,149,17,NULL,NULL,NULL,NULL,15.75%
201946,2014,University of Cincinnati-Clermont College,92,20,63,14,7,2,16,4,86,993,"428,395","226,686","20,715","35,184",18,15,203,6,0,607,NULL,NULL,NULL
201955,2014,University of Cincinnati-Blue Ash College,152,25,76,13,12,2,21,4,109,996,"478,600","187,058","22,825","28,992",18,11,181,3,0,616,NULL,NULL,NULL
201964,2014,Ohio Christian University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,946,"214,829","366,311","3,621","219,632",17,17,78,0,260,0,21.25%,28.75%,NULL
201973,2014,Clark State Community College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","259,261","304,465","73,225","41,074",14,NULL,105,143,NULL,NULL,NULL,NULL,12.09%
202046,2014,Cleveland Institute of Art,45,78,53,92,21,37,4,7,78,"1,000","316,790","455,213","99,024","20,575",30,NULL,0,0,NULL,NULL,61.17%,65.05%,NULL
202073,2014,Cleveland Institute of Music,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,524,"301,367","270,355","99,085","47,452",33,23,0,0,567,147,46.34%,63.41%,NULL
202134,2014,Cleveland State University,525,25,779,37,106,5,145,7,"1,030",682,"339,412","403,961","45,122","44,636",23,13,0,0,403,0,14.93%,39.30%,NULL
202161,2014,Bradford School,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","298,208","247,767","58,497","150,972",29,NULL,696,0,NULL,NULL,NULL,NULL,75.30%
202170,2014,Columbus College of Art and Design,66,45,63,43,18,13,37,26,118,979,"266,547","311,282","45,900","81,787",26,29,0,0,875,0,44.77%,55.56%,NULL
202222,2014,Columbus State Community College,335,8,550,12,34,1,84,2,668,"1,000","214,579","377,934","18,700","39,458",15,NULL,110,86,NULL,NULL,NULL,NULL,10.86%
202356,2014,Cuyahoga Community College District,365,9,879,21,44,2,98,3,"1,021","1,000","201,834","417,893","19,227","36,827",14,NULL,146,0,NULL,NULL,NULL,NULL,5.19%
202435,2014,Davis College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","154,205","453,244",0,"135,035",25,NULL,303,0,NULL,NULL,NULL,NULL,15.79%
202480,2014,University of Dayton,555,43,"1,415",1,62,5,294,23,357,651,"267,585","548,243","16,344","47,273",29,9,0,0,377,0,59.29%,76.02%,NULL
202514,2014,Defiance College,41,39,94,89,7,7,9,9,110,866,"255,710","466,722","29,966","42,806",27,16,14,0,518,0,42.20%,48.62%,NULL
202523,2014,Denison University,239,106,299,132,13,6,88,39,400,"1,000","409,791","394,968","12,460","74,675",32,NULL,0,0,NULL,NULL,78.81%,81.95%,NULL
202648,2014,Edison State Community College,55,14,75,20,5,2,13,4,93,"1,000","294,809","373,972","26,502","53,603",15,NULL,206,14,NULL,NULL,NULL,NULL,16.08%
202684,2014,Bryant & Stratton College-Cleveland,14,14,29,29,2,2,1,1,32,"1,000","277,862","657,946","36,658","15,512",18,NULL,220,0,NULL,NULL,0.00%,0.00%,NULL
202763,2014,The University of Findlay,213,36,269,46,32,6,76,13,377,725,"391,636","372,451","31,883","49,412",22,10,14,0,276,0,43.45%,55.12%,NULL
202806,2014,Franklin University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,825,"185,872","337,007","85,369","11,603",16,16,20,0,666,0,4.92%,13.11%,NULL
202903,2014,Gods Bible School and College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","654,827","362,781","92,796","168,660",20,NULL,76,0,NULL,NULL,12.90%,48.39%,NULL
202912,2014,Good Samaritan College of Nursing and Health Science,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","397,838","377,172","89,240",0,17,NULL,476,0,NULL,NULL,NULL,NULL,NULL
203085,2014,Heidelberg University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,693,"332,297","496,732","45,364","90,430",29,10,0,0,248,0,35.32%,47.01%,NULL
203128,2014,Hiram College,82,58,122,85,18,13,8,6,148,981,"309,979","406,631","54,205","14,467",27,10,0,0,286,0,57.10%,63.44%,NULL
203155,2014,Hocking College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","316,979","236,551","39,718","86,500",18,NULL,199,79,NULL,NULL,NULL,NULL,17.53%
203289,2014,International College of Broadcasting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","204,213","343,575",0,"138,053",17,NULL,345,0,NULL,NULL,NULL,NULL,63.64%
203313,2014,ITT Technical Institute-Dayton,6,11,21,36,2,4,0,0,23,"1,000","238,510","547,845","44,733",0,25,NULL,264,0,NULL,NULL,NULL,NULL,NULL
203331,2014,Eastern Gateway Community College,42,10,55,13,20,5,7,2,82,"1,000","241,098","287,659","89,941","20,249",15,NULL,104,0,NULL,NULL,NULL,NULL,24.32%
203368,2014,John Carroll University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,773,"349,549","446,255","7,225","40,300",30,13,0,0,476,0,59.95%,71.48%,NULL
203386,2014,Hondros College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","435,914","283,575","50,987",0,40,NULL,268,0,NULL,NULL,NULL,NULL,NULL
203447,2014,Kent State University at Ashtabula,51,15,36,10,11,4,6,2,53,999,"439,971","270,082","75,936","29,020",11,0,197,21,0,0,NULL,NULL,NULL
203456,2014,Kent State University at East Liverpool,27,10,21,8,3,2,4,2,28,"1,000","426,549","237,272","45,695","29,133",8,0,87,0,0,0,NULL,NULL,NULL
203465,2014,Kent State University at Stark,109,16,81,12,16,3,38,6,135,990,"431,767","230,531","44,578","61,931",14,5,55,0,0,0,NULL,NULL,NULL
203474,2014,Kent State University at Trumbull,58,11,33,7,7,2,8,2,48,994,"463,442","169,981","36,268","30,351",10,3,40,1,0,0,NULL,NULL,NULL
203483,2014,Kent State University at Tuscarawas,55,18,45,15,5,2,13,5,63,990,"461,333","289,973","31,316","46,152",13,5,162,6,0,0,NULL,NULL,NULL
203492,2014,Kent State University at Salem,43,16,20,8,7,3,7,3,34,"1,000","433,471","174,142","62,147","32,610",12,0,61,5,0,0,4.12%,25.77%,NULL
203517,2014,Kent State University at Kent,958,28,"1,641",1,134,4,475,14,610,777,"303,262","403,940","23,760","64,155",24,15,0,6,409,12,30.87%,55.10%,NULL
203526,2014,Kent State University at Geauga,40,9,29,6,6,2,8,2,43,998,"367,655","231,388","50,049","33,999",9,0,57,0,0,0,NULL,NULL,NULL
203535,2014,Kenyon College,176,97,215,119,16,9,93,52,324,"1,000","316,473","297,289","19,993","82,650",31,NULL,0,0,NULL,NULL,88.79%,89.23%,NULL
203544,2014,Kettering College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,884,"700,175","101,141","85,856","33,993",24,32,249,9,690,0,35.71%,42.86%,NULL
203580,2014,Lake Erie College,44,34,71,54,6,5,14,11,91,781,"331,334","411,606","26,108","42,072",29,9,0,0,485,14,36.55%,48.59%,NULL
203599,2014,Lakeland Community College,116,10,166,14,13,2,52,5,231,"1,000","275,851","309,954","47,669","61,429",15,NULL,166,94,NULL,NULL,NULL,NULL,12.64%
203678,2014,James A Rhodes State College,75,16,75,16,25,6,5,2,105,"1,000","255,743","296,777","67,894","7,709",16,NULL,212,31,NULL,NULL,NULL,NULL,18.65%
203720,2014,Ohio Business College-Sheffield,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","157,368","239,409","176,092","117,740",30,NULL,207,61,NULL,NULL,NULL,NULL,45.83%
203739,2014,Ohio Business College-Sandusky,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","193,063","173,394","134,510","139,462",28,NULL,403,73,NULL,NULL,NULL,NULL,28.57%
203748,2014,Lorain County Community College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","199,927","292,515","41,670","33,626",14,NULL,168,138,NULL,NULL,NULL,NULL,12.76%
203757,2014,Lourdes University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,837,"333,139","371,191","34,973","7,992",19,11,13,0,503,0,12.50%,29.17%,NULL
203775,2014,Malone University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,669,"366,969","421,855","32,945","50,834",25,10,0,0,311,0,37.79%,51.41%,NULL
203845,2014,Marietta College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,917,"376,184","343,537","28,950","62,816",29,30,7,0,533,0,52.21%,63.12%,NULL
203881,2014,Marion Technical College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","295,958","511,307",0,"12,471",14,NULL,166,34,NULL,NULL,NULL,NULL,14.39%
203960,2014,Mercy College of Ohio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","518,438","202,092","108,010",0,20,NULL,325,50,NULL,NULL,21.88%,56.25%,NULL
204024,2014,Miami University-Oxford,907,45,"1,197",1,147,8,781,39,929,814,"361,327","345,408","37,768","115,755",30,12,22,0,346,0,65.51%,78.99%,NULL
204176,2014,Mount Carmel College of Nursing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,842,"500,350","212,094",0,"6,030",30,15,0,0,540,0,57.89%,64.47%,NULL
204185,2014,University of Mount Union,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,950,"409,732","347,042","45,069","90,781",30,22,0,0,540,0,50.68%,62.75%,NULL
204194,2014,Mount Vernon Nazarene University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,706,"239,240","348,349","65,028","67,719",25,9,10,0,508,0,49.86%,58.31%,NULL
204200,2014,Mount Saint Joseph University,111,41,126,47,40,15,49,18,215,737,"335,583","314,266","84,822","69,188",22,20,11,0,358,0,38.00%,52.67%,NULL
204255,2014,Zane State College,62,14,57,13,23,5,7,2,87,"1,000","297,469","328,759","103,878","15,123",15,NULL,186,21,NULL,NULL,NULL,NULL,29.93%
204264,2014,Muskingum University,95,28,113,33,14,5,31,9,158,624,"463,346","370,933","27,777","51,646",22,7,0,0,168,0,37.47%,52.59%,NULL
204307,2014,Fortis College-Cuyahoga Falls,16,26,15,24,1,2,6,10,22,"1,000","322,731","332,593","15,351","98,571",30,NULL,463,0,NULL,NULL,NULL,NULL,55.59%
204316,2014,Brown Mackie College-North Canton,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","61,478","482,371","18,342",0,23,NULL,245,0,NULL,NULL,NULL,NULL,NULL
204422,2014,North Central State College,56,15,71,19,14,4,12,4,97,"1,000","266,170","363,432","43,061","34,384",15,NULL,182,24,NULL,NULL,NULL,NULL,14.97%
204440,2014,Northwest State Community College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","249,598","382,046","17,713","32,037",10,NULL,90,26,NULL,NULL,NULL,NULL,18.26%
204468,2014,Notre Dame College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,861,"254,454","370,819","99,518","31,868",22,11,0,0,271,0,13.39%,36.16%,NULL
204486,2014,University of Northwestern Ohio,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,984,"327,002","352,934","32,042","223,942",38,16,463,28,270,0,20.31%,53.12%,NULL
204501,2014,Oberlin College,336,112,462,153,70,24,225,75,757,995,"402,148","383,286","50,784","131,071",32,30,0,0,"1,059",353,75.80%,87.83%,NULL
204617,2014,Ohio Dominican University,71,23,118,38,21,7,15,5,154,730,"295,122","456,025","63,291","27,341",20,14,39,0,448,0,31.74%,43.26%,NULL
204626,2014,Kaplan College-Dayton,5,8,13,21,6,10,0,0,19,"1,000","101,285","305,052","112,971",0,32,NULL,155,0,NULL,NULL,NULL,NULL,46.73%
204635,2014,Ohio Northern University,210,58,280,77,7,2,8,3,295,747,"409,882","372,674","11,578","6,763",27,1,0,0,74,0,51.05%,65.03%,NULL
204662,2014,Ohio State University Agricultural Technical Institute,23,33,35,50,6,9,12,17,53,"1,000","375,718","333,409","43,164","101,866",25,NULL,360,0,NULL,NULL,NULL,NULL,32.49%
204671,2014,Ohio State University-Lima Campus,35,28,44,35,2,2,16,13,62,985,"346,765","278,487","10,214","70,630",23,16,95,0,0,0,20.86%,33.33%,NULL
204680,2014,Ohio State University-Mansfield Campus,38,25,47,31,2,2,20,13,69,935,"335,514","294,475","8,167","91,684",22,11,192,0,0,0,22.65%,41.63%,NULL
204699,2014,Ohio State University-Marion Campus,38,26,51,34,4,3,23,16,78,973,"352,857","344,525","26,485","99,144",22,12,119,0,0,0,21.21%,42.80%,NULL
204705,2014,Ohio State University-Newark Campus,53,19,54,20,9,4,27,10,90,974,"329,789","235,287","34,108","79,201",22,7,138,0,0,0,20.45%,39.21%,NULL
204796,2014,Ohio State University-Main Campus,3587,58,"17,877",1,923,15,"3,304",1,943,760,"107,024","203,742","14,771","25,839",28,15,1,0,345,1,61.45%,83.50%,NULL
204802,2014,Ohio University-Eastern Campus,16,10,11,7,3,2,5,4,19,"1,000","317,138","190,913","50,355","42,296",13,NULL,35,0,NULL,NULL,13.33%,41.67%,NULL
204820,2014,Ohio University-Chillicothe Campus,37,12,26,9,1,1,12,4,39,"1,000","291,277","167,363","6,541","58,808",16,NULL,102,0,NULL,NULL,8.12%,23.35%,NULL
204839,2014,Ohio University-Southern Campus,35,12,32,11,2,1,3,1,37,"1,000","293,059","231,680","11,428","14,027",15,NULL,92,0,NULL,NULL,7.01%,19.75%,NULL
204848,2014,Ohio University-Lancaster Campus,30,8,30,8,3,1,10,3,43,"1,000","260,955","206,288","20,784","42,526",15,NULL,68,0,NULL,NULL,8.22%,27.30%,NULL
204857,2014,Ohio University-Main Campus,1002,30,"1,645",1,79,3,615,18,695,805,"269,891","365,707","13,956","99,164",24,17,16,20,398,9,48.94%,67.26%,NULL
204866,2014,Ohio University-Zanesville Campus,40,13,25,8,3,1,20,7,48,"1,000","367,286","175,714","18,320","107,745",13,NULL,66,0,NULL,NULL,13.69%,32.14%,NULL
204884,2014,Ohio Valley College of Technology,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","228,515","318,639",0,"96,710",20,NULL,572,0,NULL,NULL,NULL,NULL,64.00%
204909,2014,Ohio Wesleyan University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","390,992","380,262","62,575","53,669",32,NULL,0,0,NULL,NULL,60.11%,65.55%,NULL
204936,2014,Otterbein University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,814,"389,265","320,571","54,642","51,990",29,12,0,0,333,0,49.32%,59.03%,NULL
204945,2014,Owens Community College,189,10,296,15,53,3,58,3,407,"1,000","244,860","330,746","47,105","48,301",13,NULL,130,25,NULL,NULL,NULL,NULL,9.78%
205027,2014,Pontifical College Josephinum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,589,"371,509","279,180","84,103","119,612",30,17,0,0,286,164,90.91%,90.91%,NULL
205054,2014,Professional Skills Institute,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","244,495","241,554",0,"41,066",46,NULL,217,0,NULL,NULL,NULL,NULL,59.38%
205124,2014,Rabbinical College Telshe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,595,"229,046","323,078",0,"170,959",34,30,0,0,98,0,0.00%,8.33%,NULL
205179,2014,Fortis College-Centerville,39,11,66,18,1,1,29,8,96,"1,000","181,277","262,724","3,598","97,736",30,NULL,365,34,NULL,NULL,NULL,NULL,NULL
205203,2014,University of Rio Grande,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,951,"415,623","256,496","14,690","64,657",20,19,174,3,603,0,17.26%,45.69%,NULL
205391,2014,Advertising Art Educational Services DBA School of Advertising Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","853,737","688,990","323,234","310,929",36,NULL,700,0,NULL,NULL,NULL,NULL,59.32%
205443,2014,Shawnee State University,149,30,162,33,16,4,50,10,228,979,"301,511","315,701","22,458","59,884",24,21,121,0,491,0,13.34%,30.13%,NULL
205470,2014,Sinclair Community College,365,10,436,12,61,2,57,2,554,"1,000","280,779","313,006","42,116","34,253",12,NULL,84,87,NULL,NULL,NULL,NULL,11.80%
205513,2014,Gallipolis Career College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","44,309","361,857","71,151","142,999",28,NULL,478,0,NULL,NULL,NULL,NULL,43.33%
205522,2014,Daymar College-New Boston,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000",NULL,NULL,NULL,NULL,25,NULL,351,0,NULL,NULL,NULL,NULL,30.77%
205610,2014,Brown Mackie College-Cincinnati,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","170,801","490,220","17,262","7,574",24,NULL,259,2,NULL,NULL,NULL,NULL,NULL
205647,2014,Brown Mackie College-Akron,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","96,683","500,376","25,279",0,26,NULL,341,0,NULL,NULL,NULL,NULL,NULL
205841,2014,Stark State College,203,11,165,9,10,1,30,2,205,"1,000","308,380","272,807","13,376","32,593",13,NULL,127,45,NULL,NULL,NULL,NULL,6.52%
205957,2014,Franciscan University of Steubenville,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,732,"327,603","289,969","43,269","44,825",27,12,40,0,408,0,67.36%,76.76%,NULL
205966,2014,Southern State Community College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","302,639","292,926","52,731","28,922",18,NULL,212,16,NULL,NULL,NULL,NULL,19.13%
206002,2014,Ohio Mid-Western College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","155,461","363,435","82,941","27,717",21,NULL,0,0,NULL,NULL,0.00%,0.00%,NULL
206011,2014,Terra State Community College,40,12,55,16,18,5,10,3,83,"1,000","224,294","307,318","71,316","34,609",15,NULL,174,48,NULL,NULL,NULL,NULL,8.22%
206048,2014,Tiffin University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,755,"253,651","308,662","64,913","57,714",19,12,56,0,371,3,33.24%,43.10%,NULL
206084,2014,University of Toledo,744,32,"1,362",1,541,24,356,16,898,767,"148,650","150,705","43,061","33,090",25,13,7,0,384,45,22.10%,44.67%,NULL
206154,2014,Tri-State Bible College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","39,838","226,119","330,835",0,15,NULL,24,0,NULL,NULL,0.00%,0.00%,NULL
206224,2014,Trumbull Business College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","236,215","254,357","38,318","122,150",27,NULL,425,0,NULL,NULL,NULL,NULL,25.93%
206279,2014,Union Institute & University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,734,"106,733","390,350","77,298","73,933",21,12,0,0,168,0,6.25%,25.00%,NULL
206330,2014,Urbana University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,840,"350,858","305,653","122,184","7,497",15,8,7,0,91,0,29.65%,35.84%,NULL
206349,2014,Ursuline College,70,44,105,66,5,4,8,5,118,559,"339,886","422,641","13,479","18,425",24,13,0,5,599,17,26.36%,43.64%,NULL
206394,2014,Virginia Marti College of Art and Design,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1,000","253,849","164,569","38,090","81,738",27,NULL,442,0,NULL,NULL,NULL,NULL,51.72%
206437,2014,Walsh University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,718,"367,534","323,309","88,612","47,920",26,12,2,0,168,0,44.19%,54.84%,NULL
206446,2014,Washington State Community College,45,18,51,20,3,2,15,6,69,"1,000","317,558","321,145","15,110","58,990",16,NULL,223,3,NULL,NULL,NULL,NULL,16.72%
206491,2014,Wilberforce University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,962,"185,630","396,654","253,463","49,010",30,24,0,0,435,0,15.30%,30.05%,NULL
206507,2014,Wilmington College,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,995,"329,864","291,562","77,221","98,279",29,7,0,0,858,0,38.37%,46.80%,NULL
206525,2014,Wittenberg University,127,58,178,81,13,6,36,17,227,946,"355,332","354,564","28,974","69,202",30,7,0,0,100,0,25.69%,68.63%,NULL
206589,2014,The College of Wooster,171,79,215,99,43,20,162,75,420,"1,000","337,061","346,019","55,700","136,840",30,NULL,0,0,NULL,NULL,70.27%,75.68%,NULL
206604,2014,Wright State University-Main Campus,889,46,"1,206",1,68,4,228,12,297,742,"326,073","380,506","10,251","45,577",24,12,0,0,413,0,21.42%,38.98%,NULL
206622,2014,Xavier University,351,45,435,55,52,7,87,11,574,644,"378,546","392,002","36,041","47,418",28,13,8,0,543,0,63.24%,71.18%,NULL
206631,2014,ITT Technical Institute-Youngstown,11,13,22,25,1,2,0,0,23,"1,000","277,318","451,839","14,991",0,25,NULL,278,0,NULL,NULL,NULL,NULL,NULL
206695,2014,Youngstown State University,426,27,561,35,29,2,89,6,679,892,"332,643","350,058","12,112","41,190",22,12,30,2,401,53,10.16%,33.66%,NULL
206817,2014,Bacone College,27,25,64,58,11,10,23,21,98,"1,000","235,489","651,852","61,070","109,471",25,NULL,112,0,NULL,NULL,3.36%,12.08%,NULL
206835,2014,Oklahoma Wesleyan University,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,876,"220,142","410,856","10,829","65,494",21,12,39,0,628,0,26.97%,37.08%,NULL
